question,answer
2018年我国年龄≥18岁成人高血压加权患病率为27.5%，其中男性高于女性，北方高于南方。,正确
1991—2015年间，20～39岁人群高血压患病率升高幅度超过60～79岁人群。,正确
2012—2015年全国调查显示，农村地区高血压标化患病率首次超过城市。,正确
中国成年人约1/3对钠敏感。,正确
体重指数每增加5 kg/m²，高血压风险增加49%。,正确
2015—2017年我国居民平均每日烹调盐摄入量为9.3 g，符合<5 g标准者仅占23.3%。,正确
我国高血压患者中，3级高血压占比超过8%，是保留3级分级的主要原因之一。,正确
诊室血压每升高20/10 mmHg，心脑血管疾病风险倍增。,正确
24小时动态血压每增加20 mmHg，心血管事件风险增加45%。,正确
单纯收缩期高血压（ISH）在老年人群中更常见，但在青少年中也存在。,正确
血压变异性（BPV）升高可独立于平均血压预测心血管结局。,正确
血压目标范围内时间（TTR）较高的高血压患者，心血管风险较低。,正确
一般高血压患者推荐在4周内将血压降至目标水平，年轻、病程短者可稍快。,正确
高血压合并冠心病患者，若同时有冠状动脉严重狭窄，降压应缓慢、谨慎。,正确
沙库巴曲缬沙坦（ARNI）不能与ACEI联用，从ACEI转换时需停药至少36小时。,正确
螺内酯作为盐皮质激素受体拮抗剂，可用于难治性高血压，但可能引起男性乳房发育。,正确
非奈利酮（finerenone）是一种非甾体类MRA，对糖尿病合并CKD患者具有心肾保护作用。,正确
根据2024年指南，使用阿司匹林进行一级预防时，年龄＞70岁者不建议常规使用。,正确
高血压患者心率增快定义为诊室静息心率＞80次/分，首选β受体阻滞剂控制心率。,正确
白大衣性高血压患者，若已接受降压治疗，无需强化降压，但未治疗者应积极生活方式干预。,正确
夜间血压控制目标为<120/70 mmHg。,正确
具有子痫前期高危因素的孕妇，推荐从妊娠12～16周开始服用小剂量阿司匹林（75～150 mg/d）直至分娩前。,正确
妊娠期高血压疾病患者产后10年发生高血压的风险是非HDP孕妇的2.4倍。,正确
脑卒中急性期，缺血性卒中准备溶栓者血压需控制在<180/100 mmHg。,正确
高血压合并稳定性心绞痛患者，β受体阻滞剂和RAS抑制剂均可作为首选。,正确
高血压合并心肌梗死后患者，若无禁忌，应早期并长期使用β受体阻滞剂和RAS抑制剂。,正确
高血压合并HFrEF患者，若血压偏低，仍不应妨碍指南指导的药物治疗滴定，除非不耐受。,正确
对于有蛋白尿的CKD患者，血压控制目标为<130/80 mmHg，且初始降压应包含ACEI或ARB。,正确
高血压合并糖尿病患者，血糖控制目标为HbA1c<7%，但老年或易低血糖者可放宽。,正确
高血压合并代谢综合征的患者，首选ACEI或ARB。,正确
高血压合并COPD患者，可以使用选择性β1受体阻滞剂，但应避免非选择性β受体阻滞剂。,正确
围手术期高血压管理中，术前服用ACEI/ARB者，手术当日应暂停。,正确
难治性高血压的定义要求同时满足诊室血压和诊室外血压均未达标。,正确
阻塞性睡眠呼吸暂停综合征（OSAS）在难治性高血压中的患病率高达70%～90%。,正确
原发性醛固酮增多症中，低钾血症发生率约为37%，不是诊断的必要条件。,正确
主动脉缩窄的典型临床特征是上肢血压升高，下肢血压降低，ABI<0.9。,正确
高血压急症与亚急症的根本区别在于有无急性进行性靶器官损害。,正确
高血压亚急症可在24～48小时内将血压缓慢降至160/100 mmHg。,正确
社区高血压管理中，对35岁及以上常住居民每年免费测量1次血压。,正确
《健康中国2030》要求到2030年，30岁及以上居民高血压知晓率不低于65%。,正确
WHO-HEARTS技术工具包适用于资源稀缺地区的高血压防治。,正确
五月血压测量月（MMM）项目显示，通过筛查可提高高血压知晓率、治疗率和控制率。,正确
我国高血压患者中，中青年人群“三率”显著低于老年人群。,正确
高血压患者若同时保持4项及以上心血管健康指标正常，其心血管疾病风险较≤1项者下降35%。,正确
高血压合并糖尿病者，使用SGLT2i或GLP-1RA可额外降低血压和心肾事件风险。,正确
高血压合并高同型半胱氨酸血症患者，补充叶酸可降低脑卒中风险。,正确
使用阿司匹林进行一级预防时，应先控制血压<150/90 mmHg，以减少脑出血风险。,正确
高血压合并房颤患者，若使用华法林，INR应控制在2.0～3.0。,正确
高血压患者心率控制目标，合并HFrEF者应≤70次/分。,正确
高血压合并急性主动脉夹层患者，心率应控制在60～80次/分。,正确
高血压患者若合并左心室肥厚，推荐使用RAS抑制剂或CCB逆转LVH。,正确
儿童高血压诊断中，16～17岁可直接采用成人标准（≥140/90 mmHg）。,正确
儿童高血压的简化筛查标准中，3～15岁男童收缩压计算公式为100+2×年龄（岁）。,正确
妊娠期高血压疾病患者，若血压≥160/110 mmHg且伴严重系统受累，称为重度子痫前期。,正确
高血压合并脑卒中后，若为低血流动力学因素所致，降压应谨慎。,正确
高血压合并颅内动脉狭窄（≥70%）者，过度降压可能增加脑缺血风险。,正确
高血压合并冠心病患者，使用CCB可降低心肌氧耗量，减少心绞痛发作。,正确
高血压合并HFpEF患者，SGLT2i可降低心血管死亡或心衰住院风险。,正确
高血压合并外周动脉疾病患者，若同时有糖尿病和CKD，血压目标应<130/80 mmHg。,正确
高血压合并CKD患者，若eGFR<30 mL/(min·1.73m²)，可使用袢利尿剂。,正确
高血压合并CKD患者，若使用ACEI/ARB，用药后血肌酐升高>30%需查找原因。,正确
高血压合并糖尿病孕妇，血压控制目标应≤135/85 mmHg。,正确
高血压合并肥胖患者，减重代谢手术有助于控制血压。,正确
高血压合并代谢综合征患者，SGLT2i有助于综合达标。,正确
抗肿瘤治疗中，若使用VEGF抑制剂，应密切监测血压，并优先选用ACEI/ARB和CCB。,正确
高血压合并COPD患者，使用吸入性长效β2受体激动剂心血管安全性总体良好。,正确
硬皮病肾危象患者，应早期使用ACEI，并避免使用β受体阻滞剂。,正确
围手术期高血压患者，若术前血压≥180/110 mmHg，应推迟择期手术。,正确
围手术期高血压患者，术中收缩压不应<100 mmHg，平均动脉压不应<60 mmHg。,正确
高血压合并失眠患者，可使用苯二氮䓬类药物，但应小剂量、短期使用。,正确
高血压患者长期使用大剂量噻嗪类利尿剂可能导致低血钾、高尿酸血症。,正确
CCB类药物的常见不良反应包括踝部水肿、牙龈增生、反射性心率增快。,正确
非二氢吡啶类CCB（地尔硫卓、维拉帕米）禁用于心力衰竭和高度房室传导阻滞。,正确
ARB与ACEI联合使用可增加肾脏事件和高钾血症风险，不推荐。,正确
螺内酯可引起男性乳房发育，依普利酮此不良反应较少。,正确
沙库巴曲缬沙坦在高血压合并HFrEF患者中应作为首选。,正确
降压治疗中，单片复方制剂（SPC）可提高依从性，优于自由联合。,正确
中国传统的SPC如复方利血平氨苯蝶啶片仍广泛使用，尤其适用于难治性高血压。,正确
天麻钩藤颗粒在隐蔽性高血压患者中可有效降低白天动态血压。,正确
松龄血脉康胶囊治疗轻中度高血压不劣于氯沙坦。,正确
针灸治疗高血压可降低24小时平均血压，但需专业医师操作。,正确
高血压患者运动治疗时，若收缩压>160 mmHg，不推荐进行高强度运动。,正确
高血压患者进行抗阻运动时，应避免屏气，以防血压骤升。,正确
睡眠认知行为疗法（CBT-I）是失眠障碍的一线治疗方案。,正确
高血压患者不应在夜间使用利尿剂，以免夜尿过多影响睡眠。,正确
高血压合并痛风患者，应避免使用噻嗪类利尿剂。,正确
高血压合并高尿酸血症患者，ARB类药物中氯沙坦具有降尿酸作用。,正确
高血压合并糖尿病视网膜病变患者，应严格控制血压至<130/80 mmHg。,正确
高血压患者若出现体位性低血压，应调整降压药，避免使用α受体阻滞剂。,正确
老年高血压患者出现餐后低血压时，应调整降压药服用时间，避免餐前服用。,正确
高血压合并心房颤动患者，使用NOAC优于华法林，可减少颅内出血风险。,正确
高血压合并冠心病患者，使用β受体阻滞剂可降低心肌梗死后死亡率。,正确
高血压合并心力衰竭患者，ARNI、β受体阻滞剂、MRA、SGLT2i为基石治疗。,正确
高血压合并射血分数保留的心力衰竭患者，SGLT2i可显著改善预后。,正确
高血压合并CKD患者，若eGFR≥20 mL/(min·1.73m²)，建议使用SGLT2i。,正确
高血压合并糖尿病肾病患者，非奈利酮可降低蛋白尿和心肾事件风险。,正确
高血压合并代谢综合征患者，若腹型肥胖明显，可考虑使用GLP-1RA。,正确
高血压患者若长期服用非甾体抗炎药，应监测血压，并优先选择CCB或ACEI/ARB。,正确
高血压患者使用糖皮质激素时，可选用保钾利尿剂、CCB等降压。,正确
高血压患者使用甘草制剂可导致血压升高，停用后多数可恢复。,正确
高血压合并睡眠呼吸暂停者，持续气道正压通气（CPAP）可改善血压。,正确
高血压合并原发性醛固酮增多症，若为单侧病变，腹腔镜肾上腺切除术可治愈高血压。,正确
高血压合并嗜铬细胞瘤，术前准备应充分，一般需2～4周。,正确
高血压合并库欣综合征，首选手术治疗，术前可选用螺内酯控制血压。,正确
高血压合并甲状腺功能亢进症，应首选非选择性β受体阻滞剂控制血压。,正确
Liddle综合征患者表现为早发高血压、低血钾、低肾素、低醛固酮，阿米洛利治疗有效。,正确
高血压合并真性红细胞增多症患者，应避免使用利尿剂。,正确
高血压合并结缔组织病（CTD）患者，可选用RAS抑制剂，并注意控制炎症。,正确
高血压合并系统性硬化症患者，若出现硬皮病肾危象，应立即使用ACEI。,正确
高血压合并类风湿关节炎患者，糖皮质激素应尽量小剂量使用。,正确
高血压合并系统性红斑狼疮患者，若出现狼疮肾炎，应严格控制血压<130/80 mmHg。,正确
高血压合并抗磷脂抗体综合征患者，应积极抗血小板治疗。,正确
中国成年人约2/3对钠敏感。,错误
体重指数每增加5 kg/m²，高血压风险增加30%。,错误
2015—2017年我国居民平均每日烹调盐摄入量为6.5 g。,错误
诊室血压每升高10/5 mmHg，心脑血管疾病风险倍增。,错误
24小时动态血压每增加10 mmHg，心血管事件风险增加45%。,错误
单纯收缩期高血压（ISH）在儿童中非常常见。,错误
根据2024年指南，中心动脉压与外周血压一样与心血管风险密切相关，且干预研究已证实降低中心动脉压可带来临床获益。,错误
目前已有干预性研究证明降低血压变异性（BPV）能带来临床获益。,错误
一般高血压患者应在1周内将血压降至目标水平。,错误
对于65～79岁老年高血压患者，若不能耐受，收缩压可放宽至150 mmHg。,错误
高血压合并射血分数保留的心力衰竭（HFpEF）患者，降压目标不应低于130/80 mmHg。,错误
高血压合并外周动脉疾病（PAD）患者，β受体阻滞剂是绝对禁忌。,错误
高血压合并认知障碍的患者，应将血压降至<130/80 mmHg以保护认知功能。,错误
高血压合并高尿酸血症患者，应将血尿酸控制在<300 μmol/L，无论是否合并痛风。,错误
单纯夜间高血压（isolated nocturnal hypertension）仅见于老年人，年轻人罕见。,错误
妊娠期高血压疾病患者，当诊室血压≥150/100 mmHg时才启动降压治疗。,错误
脑出血急性期，收缩压>180 mmHg时应积极静脉降压。,错误
高血压合并冠心病患者，使用CCB会增加心肌耗氧，不推荐。,错误
高血压合并急性心肌梗死患者，应避免使用β受体阻滞剂。,错误
肿瘤治疗期间，接受VEGF抑制剂的患者，若出现高血压，首选非二氢吡啶类CCB。,错误
嗜铬细胞瘤术前准备，应先使用β受体阻滞剂控制心率，再使用α受体阻滞剂。,错误
确诊原发性醛固酮增多症后，对所有患者均应进行肾上腺静脉取血（AVS）以分型。,错误
真性红细胞增多症患者因血容量增加易发生高血压，利尿剂可作为首选降压药。,错误
高血压患者早晨与晚上服用降压药相比，晚上服药心血管获益更大。,错误
RDN治疗高血压的有效性已被随机对照试验证实，可作为一线治疗。,错误
高血压合并焦虑抑郁患者，使用抗抑郁药应从小剂量开始，避免与CCB联用。,错误
高血压合并17α-羟化酶缺乏症，降压治疗优选ACEI。,错误
表观盐皮质激素增多症（AME）患者，使用螺内酯无效。,错误
高血压合并多发性骨髓瘤患者，应优先使用利尿剂。,错误
高血压合并干燥综合征患者，应避免使用ACEI。,错误
高血压合并白塞病患者，应首选β受体阻滞剂。,错误
高血压合并ANCA相关性血管炎患者，应优先使用利尿剂。,错误
诊室血压诊断高血压的标准是非同日2次测量≥140/90 mmHg。,错误
动态血压诊断高血压的24小时平均值为≥135/85 mmHg。,错误
家庭血压诊断高血压的标准是连续3天平均值≥135/85 mmHg。,错误
影响高血压患者心血管预后的危险因素中，心率增快定义为静息心率>90次/分。,错误
超声心动图评估左心室肥厚的LVMI界值，男性为≥115 g/m²。,错误
无合并症的一般高血压患者，推荐诊室血压降至<130/80 mmHg作为初始目标。,错误
80岁及以上高龄老年人，降压目标为<140/90 mmHg。,错误
建议高血压患者服用钾补充剂来降低血压。,错误
得舒饮食（DASH饮食）需要完全素食。,错误
中国心脏健康饮食（CHH饮食）将每日钠摄入量从6g减少到4g。,错误
高血压患者应完全避免饮酒，即使少量也有害。,错误
在低、中、高强度有氧运动中，高强度有氧运动降压效果最好。,错误
高血压患者进行有氧运动时，每天应至少运动60分钟。,错误
通过认知行为治疗、正念冥想等减轻精神压力，对血压无帮助。,错误
健康睡眠仅指睡眠时间足够，与睡眠质量无关。,错误
ARNI（沙库巴曲缬沙坦）可以与ACEI联合使用。,错误
二氢吡啶类CCB尤其适用于心力衰竭患者。,错误
ACEI和ARB可以联合使用以增强降压效果。,错误
β受体阻滞剂尤其适用于脉压明显增大的单纯收缩期高血压老年患者。,错误
盐皮质激素受体拮抗剂（MRA）禁用于难治性高血压。,错误
早上服用与晚上服用降压药相比，晚上服药心血管获益更大。,错误
经肾动脉去交感神经术（RDN）适用于所有原发性高血压患者，可作为一线治疗方法。,错误
对于正常高值血压需要药物治疗者以及1级高血压患者，不应使用中成药。,错误
高血压合并糖尿病患者，血糖控制目标为HbA1c<6.5%。,错误
高血压患者调脂治疗的首要靶点是甘油三酯。,错误
低剂量阿司匹林可用于所有高血压患者以预防心脑血管事件。,错误
高血压合并房颤患者，抗凝治疗应首选华法林。,错误
高血压患者静息心率增快的定义为诊室静息心率>90次/分。,错误
高血压伴静息心率增快患者，首选CCB控制心率。,错误
高血压合并无症状高尿酸血症患者，无需干预。,错误
对未接受降压治疗的白大衣性高血压患者，应启动药物治疗。,错误
隐蔽性高血压与正常血压者心血管风险无差异。,错误
清晨高血压是指家庭血压测量平均值≥140/90 mmHg。,错误
夜间高血压是指动态血压夜间平均收缩压≥130 mmHg和/或舒张压≥80 mmHg。,错误
治疗老年单纯收缩期高血压时，应将舒张压降至<60 mmHg。,错误
单纯舒张期高血压在老年人中更常见。,错误
65~79岁的老年人，血压≥150/90 mmHg时才考虑启动降压药物治疗。,错误
80岁及以上高龄老年人，收缩压≥140 mmHg时应启动降压药物治疗。,错误
对并存衰弱等老年综合征的老年高血压患者，降压目标应统一为<130/80 mmHg。,错误
诊断3~15岁儿童高血压时，无需考虑身高因素。,错误
在儿童继发性高血压的病因中，内分泌疾病最常见。,错误
妊娠期高血压疾病患者，启动降压治疗的诊室血压阈值为≥150/100 mmHg。,错误
为预防子痫前期，建议具有高危因素的孕妇在妊娠20周开始服用小剂量阿司匹林。,错误
妊娠期高血压疾病患者使用降压药治疗时，血压控制水平不应低于100/60 mmHg。,错误
急性缺血性脑卒中患者，准备溶栓时血压应控制在<200/110 mmHg。,错误
急性脑出血患者，当收缩压>180 mmHg时应积极静脉降压。,错误
病情稳定的脑卒中患者，血压控制目标推荐为<130/80 mmHg。,错误
降压治疗对认知功能无保护作用。,错误
高血压合并稳定性冠心病的患者，降压目标推荐为<130/80 mmHg。,错误
高血压合并急性心肌梗死患者，应避免使用β受体阻滞剂。,错误
高血压合并HFrEF患者，推荐的降压目标为<140/90 mmHg。,错误
高血压合并外周动脉疾病（PAD）患者，应避免使用ACEI。,错误
高血压合并慢性肾脏病（CKD）但无蛋白尿的患者，血压控制目标为<130/80 mmHg。,错误
高血压合并慢性肾脏病（CKD）伴有蛋白尿的患者，初始降压治疗应避免使用RAS抑制剂。,错误
高血压合并糖尿病的患者，降压目标推荐为<140/90 mmHg。,错误
为高血压合并肥胖的患者选择降压药时，应优先选择β受体阻滞剂。,错误
高血压合并代谢综合征的患者，应避免使用ACEI或ARB。,错误
抗肿瘤治疗相关的高血压，血压控制目标一般为<150/90 mmHg。,错误
高血压合并慢性阻塞性肺疾病（COPD）的患者，应避免使用任何β受体阻滞剂。,错误
为减少围手术期低血压风险，术前长期服用β受体阻滞剂的患者应停药。,错误
诊断难治性高血压，只需诊室血压未达标即可。,错误
在难治性高血压患者中，原发性醛固酮增多症的患病率低于5%。,错误
在阻塞性睡眠呼吸暂停综合征（OSAS）患者中，仅有20%合并高血压。,错误
非甾体抗炎药（NSAIDs）对血压无影响。,错误
嗜铬细胞瘤患者术前准备，应避免使用α受体阻滞剂。,错误
高血压急症与亚急症的根本区别在于血压水平的高低。,错误
基于互联网的远程血压管理效果不如传统门诊随访。,错误
